Species,Region,Count
Biomphalaria virus 1,Asia,2
Biomphalaria virus 1,North America,2
Biomphalaria virus 1,South America,8
Bipolaris maydis botybirnavirus 1,Asia,4
Bipolaris maydis partitivirus 1,Asia,5
Bipolaris maydis partitivirus 2,Asia,6
Bipolaris maydis victorivirus 1,Asia,2
Bipolaris maydis victorivirus 1b,Asia,2
Bipolaris maydis victorivirus 1c,Asia,2
Bipolaris maydis victorivirus 1d,Asia,2
Bipolaris maydis victorivirus 2,Asia,2
Bipolaris oryzae hypovirus 1,Asia,1
Bipolaris oryzae partitivirus 1,Asia,2
Birao orthobunyavirus,Africa,13
Biratnagar virus,Asia,9
Birch capillovirus,Europa,2
Birch carlavirus,Europa,6
Birch idaeovirus,Europa,3
Birch leaf roll-associated virus,Europa,63
Bird droppings coronavirus,Europa,3
Bird's-foot trefoil nucleorhabdovirus,Asia,6
Birdsfoot trefoil enamovirus 1,Asia,5
Birnavirus sp.,North America,2
Bis spoeter virus,Europa,2
Biscoe virus,Antarctica,1
Bisdanovirus hydrocola,Asia,3
Biston robustus cypovirus,Asia,10
Bitsystermes virus,Oceans and Seas,1
Bitter gourd yellow mosaic virus,Asia,23
Bitter gourd yellow vein virus,Asia,37
Bitu mammarenavirus,Africa,39
Bivalve RNA virus G1,Europa,4
Bivalve RNA virus G2,Europa,4
Bivalve RNA virus G3,Europa,2
Bivalve RNA virus G4,Europa,2
Bivalve RNA virus G5,Europa,4
Bivalve hepelivirus G,Europa,6
Biya River virus,Europa,1
Black Creek Canal orthohantavirus,North America,1
Black Hill virus,Europa,1
Black Mesa virus,North America,5
Black Syrian hamster retrovirus,Europa,3
Black currant leaf chlorosis associated virus,North America,9
Black currant nucleorhabdovirus 1,Europa,12
Black grass cryptic virus 2,Europa,1
Black lemur adenovirus 1,Africa,1
Black lemur adenovirus 2,Africa,1
Black lemur adenovirus 3,Africa,1
Black medic leaf roll virus,Asia,8
Black medic leaf roll virus,Europa,25
Black medic leafroll alphasatellite 1,Asia,2
Black medic leafroll alphasatellite 1,Europa,1
Black mulberry idaeovirus,Asia,41
Black queen cell virus,Africa,40
Black queen cell virus,Asia,360
Black queen cell virus,Europa,425
Black queen cell virus,North America,150
Black queen cell virus,Oceans and Seas,52
Black queen cell virus,South America,15
Black raspberry cryptic virus,North America,1
Black raspberry necrosis virus,Europa,30
Black raspberry necrosis virus,North America,13
Black raspberry virus F,North America,4
Black-and-white ruffed lemur adenovirus,Europa,1
Black-headed python circovirus 1,North America,2
Blackberry carlavirus A,North America,2
Blackberry chlorotic ringspot virus,Asia,6
Blackberry chlorotic ringspot virus,Europa,10
Blackberry chlorotic ringspot virus,North America,75
Blackberry fijivirus B,North America,26
Blackberry iflavirus A,North America,10
Blackberry iflavirus B,North America,10
Blackberry leaf mottle associated virus,North America,70
Blackberry marafivirus A,North America,3
Blackberry vein banding-associated virus,North America,97
Blackberry virus A,North America,34
Blackberry virus E,North America,11
Blackberry virus F,North America,75
Blackberry virus S,North America,2
Blackberry virus X,North America,1
Blackberry virus Y,North America,14
Blackberry virus Z,North America,1
Blackberry yellow vein-associated virus,Asia,2
Blackberry yellow vein-associated virus,North America,232
Blackbird arilivirus,Europa,4
Blackbird associated gemykibivirus 1,Oceans and Seas,2
Blackcurrant leafroll-associated virus 1,Europa,57
Blackcurrant leafroll-associated virus 1,North America,20
Blackcurrant reversion virus,Europa,22
Blackcurrant reversion virus,North America,6
Blackcurrant reversion virus,Oceans and Seas,1
Blackcurrant waikavirus A,North America,8
Blackcurrant-associated closterovirus 1,North America,18
Blackfly DNA Virus 1,Oceans and Seas,2
Blackfly DNA Virus 10,Oceans and Seas,2
Blackfly DNA Virus 11,Oceans and Seas,2
Blackfly DNA Virus 12,Oceans and Seas,2
Blackfly DNA Virus 13,Oceans and Seas,2
Blackfly DNA Virus 14,Oceans and Seas,2
Blackfly DNA Virus 15,Oceans and Seas,2
Blackfly DNA Virus 16,Oceans and Seas,2
Blackfly DNA Virus 17,Oceans and Seas,2
Blackfly DNA Virus 18,Oceans and Seas,2
Blackfly DNA Virus 2,Oceans and Seas,2
Blackfly DNA Virus 3,Oceans and Seas,2
Blackfly DNA Virus 4,Oceans and Seas,2
Blackfly DNA Virus 5,Oceans and Seas,2
Blackfly DNA Virus 6,Oceans and Seas,2
Blackfly DNA Virus 7,Oceans and Seas,2
Blackfly DNA Virus 8,Oceans and Seas,2
Blackfly DNA Virus 9,Oceans and Seas,2
Blackfly DNA virus 19,Oceans and Seas,2
Blackfly genomovirus 1,Oceans and Seas,2
Blackfly genomovirus 3,Oceans and Seas,2
Blackfly genomovirus 6,Oceans and Seas,2
Blackfly microvirus SF02,Oceans and Seas,584
Blackfly multicomponent virus 1,Oceans and Seas,2
Blackfly multicomponent virus 2,Oceans and Seas,2
Blackford virus,Europa,1
Blacklegged tick associated ilarvirus,North America,3
Blacklegged tick associated partitivirus,North America,1
Blacklegged tick phlebovirus 1,North America,6
Blacklegged tick phlebovirus 2,North America,10
Blacklegged tick picorna-like virus 1,North America,2
Blacklegged tick picorna-like virus 2,North America,4
Blacklegged tick rhabdovirus-1,North America,5
Blafavirus pelovivens,North America,5
Blainvillea yellow spot virus,South America,241
Blanchseco alpharicinrhavirus,North America,5
Blastocystis MELD virus,North America,17
Blatella germanica densoviruses-like virus 1,Asia,1
Blatella germanica densoviruses-like virus 1,Europa,2
Blatella germanica densoviruses-like virus 2,Europa,1
Blatella germanica densoviruses-like virus 3,Europa,1
Blattella germanica densovirus-like virus,Asia,5
Blattodean arli-related virus OKIAV101,Europa,4
Blattodean arli-related virus OKIAV102,Asia,1
Blattodean blattambidensovirus 1,Asia,2
Blattodean chu-related virus OKIAV148,Europa,1
Blattodean nairo-related virus OKIAV321,Europa,4
Blattodean orthomyxo-related virus OKIAV181,North America,5
Blattodean phasma-related virus OKIAV238,Europa,3
Blattodean phasma-related virus OKIAV239,Asia,3
Blattodean phenui-related virus OKIAV261,North America,2
Blattodean phenui-related virus OKIAV266,Europa,1
Blattodean phenui-related virus OKIAV267,Europa,2
Blattodean phenui-related virus OKIAV268,Europa,2
Blattodean phenui-related virus OKIAV294,Oceans and Seas,2
Blattodean rhabdo-related virus OKIAV14,Europa,5
Blechmonas ayalai leishbunyavirus 1,Europa,3
Blechmonas luni leishbunyavirus 1,Europa,3
Blechmonas luni narnavirus 1,Europa,2
Blechomonas juanalfonzi Leishmaniavirus-like RNA virus 1,Europa,2
Blechomonas maslovi Leishmaniavirus-like RNA virus 1,Europa,2
Blechomonas maslovi leishbunyavirus 1,Europa,3
Blechomonas maslovi narnavirus 1,Europa,2
Blechomonas wendygibsoni Leishmaniavirus-like RNA virus 1,Europa,2
Blechomonas wendygibsoni narnavirus 1,Europa,2
Blechum interveinal chlorosis virus,North America,14
Blechum yellow vein virus,Asia,12
Blencathra virus,Oceans and Seas,2
Blinduvirus asiadaptatum,North America,3
Blinduvirus terrihabitans,North America,4
Blood python ranavirus,Europa,5
Bloomfield virus,North America,1
Blotched snakehead virus,Asia,14
Blue fish point virus,Oceans and Seas,4
Blue king crab herpesvirus 1,Europa,1
Blue spotted goatfish filovirus FL3,Oceans and Seas,1
Blue squill virus A,Oceans and Seas,15
Blue tit circovirus,Europa,1
Blueberry fruit drop associated virus,North America,2
Blueberry green mosaic associated virus,North America,5
Blueberry latent spherical virus,Asia,5
Blueberry latent virus,Asia,7
Blueberry latent virus,Europa,22
Blueberry latent virus,North America,80
Blueberry leaf mottle virus,North America,3
Blueberry mosaic associated ophiovirus,Asia,53
Blueberry mosaic associated ophiovirus,Europa,29
Blueberry mosaic associated ophiovirus,North America,121
Blueberry necrotic ring blotch virus,Asia,14
Blueberry necrotic ring blotch virus,North America,7
Blueberry red ringspot virus,Asia,12
Blueberry red ringspot virus,Europa,73
Blueberry red ringspot virus,North America,78
Blueberry scorch virus,Asia,2
Blueberry scorch virus,Europa,31
Blueberry scorch virus,North America,119
Blueberry shock virus,North America,18
Blueberry virus A,Asia,21
Blueberry virus A,North America,29
Blueberry virus T,North America,1
Blueface angelfish adomavirus,Asia,13
Bluegill hepatitis B virus,North America,12
Bluegill sunfish iridovirus,Asia,2
Bluegill sunfish rabdovirus,Asia,1
Bluegill toti-like virus 1,North America,2
Bluetongue virus,Africa,1814
Bluetongue virus,Asia,3148
Bluetongue virus,Europa,3385
Bluetongue virus,North America,695
Bluetongue virus,Oceans and Seas,1437
Bluetongue virus,South America,108
Bo-Circo-like virus 12,Asia,1
Bo-Circo-like virus 8,Asia,1
Bo-Circo-like virus CH,Asia,6
Bo-Circo-like virus Z1,Asia,1
Bo-Circo-like virus Z10,Asia,1
Boa constrictor papillomavirus 1,Europa,14
Bobaya virus,Africa,3
Bobbyc reo-like virus,Oceans and Seas,4
Bobomene virus,Africa,1
Bocaparvovirus sp.,Africa,6
Bocaparvovirus sp.,Asia,144
Bocaparvovirus sp.,North America,5
Bocavirus FY-2013,Asia,1
Bocavirus PgBoV-1,Asia,1
Bocavirus PgBoV-2,Asia,1
Bocavirus chimpanzee/PT-LM1861/CMR,Africa,4
Bocavirus gorilla/GG-CP1426/CMR,Africa,3
Bocavirus pig/6V/China/2006,Asia,3
Bocavirus pig/6V/China/2010,Asia,4
Bocavirus pig/7V/China/2006,Asia,3
Bocavirus pig/7V/China/2010,Asia,2
Bocavirus pig/China/2009,Asia,19
Bocavirus pig/China/2011,Asia,1
Bocavirus pig/JSNJ1/China/2011,Asia,1
Bocavirus pig/PBoV1/China/2010,Asia,2
Bocavirus pig/PBoV2/China/2010,Asia,2
Bocavirus pig/Sw-PBoV/China/2010,Asia,2
Bocavirus pig/Swebo_1/SWE,Europa,2
Bocavirus pig/ZJD/China/2006,Asia,19
Bocavirus pig/sw-107/SWE/2010,Europa,2
Bocavirus pig/sw-18/SWE/2010,Europa,2
Bocavirus pig/sw-90_1/SWE/2010,Europa,2
Bocavirus pig/sw-92_2/SWE/2010,Europa,2
Bocavirus pig/sw-A1/SWE/2010,Europa,2
Bodo saltans virus,North America,1207
Boe paramyxovirus,South America,7
Boerhavia golden mosaic virus,North America,28
Boerhavia yellow spot virus,North America,9
Bofa virus,Africa,2
Boghill Burn virus,Europa,2
Boginia virus,Europa,6
Bogoria phlebovirus,Africa,4
Bohnovirus asienecus,North America,3
Bohwovirus asiocola,North America,4
Boid arenavirus,Europa,10
Boiling Springs Lake RNA-DNA hybrid virus,North America,6
Bokeloh bat lyssavirus,Europa,56
Bolahun anphevirus,Africa,12
Bolahun virus variant 1,Africa,6
Bole Tick Virus 1,Asia,37
Bole alpharicinrhavirus,Asia,46
Bole hyalomma asiaticum virus 1,Asia,8
Bole tick virus 4,Africa,3
Bole tick virus 4,Asia,43
Bole tick virus 4,Europa,4
Boloprevirus asiohabitans,North America,3
Boloprevirus asiovicinum,North America,3
Boloprevirus asiovivens,North America,3
Boloprevirus borboradaptatum,Asia,3
Bombali ebolavirus,Africa,59
Bombus cryptarum densovirus,Europa,6
Bombus-associated virus Bun1,Europa,1
Bombus-associated virus Bun2,Europa,1
Bombus-associated virus Den1,Europa,1
Bombus-associated virus Den2,Europa,2
Bombus-associated virus Nep1,Europa,1
Bombus-associated virus Nep2,Europa,1
Bombus-associated virus Nod1,Europa,1
Bombus-associated virus Orth1,Europa,1
Bombus-associated virus Phle1,Europa,1
Bombus-associated virus Pic1,Europa,1
Bombus-associated virus Pic2,Europa,2
Bombus-associated virus Reo1,Europa,1
Bombus-associated virus Vir1,Europa,2
Bombus-associated virus Vir2,Europa,1
Bombus-associated virus Vir3,Europa,3
Bombus-associated virus Vir4,Europa,1
Bombyx mori Macula-like virus,Asia,8
Bombyx mori bidensovirus,Asia,36
Bombyx mori iflavirus,Asia,3
Bombyx mori latent virus,Asia,4
Bombyx mori latent-like virus,Europa,1
Bombyx mori nucleopolyhedrovirus,Asia,1859
Bombyx mori nucleopolyhedrovirus,Europa,5
Bombyx mori nucleopolyhedrovirus,South America,143
Bonasa bonasia parvoviridae sp.,Asia,2
Bondarzewia berkeleyi negative-strand RNA virus 1,North America,6
Bondarzewia berkeleyi partitivirus 1,North America,2
Bonden virus,Europa,1
Bonghivirus borborenecus,North America,3
Bonito hepadnavirus FL25,Oceans and Seas,1
Bonobo alphaherpesvirus,Africa,3
Bontang Baru virus,Asia,3
Bony herring calicivirus,Oceans and Seas,1
Bonzesmacovirus bovas1,Oceans and Seas,4
Boolarra virus,Oceans and Seas,4
Bopivirus A,Asia,5
Bopivirus A,North America,4
Bopivirus sp.,Europa,46
Bopivirus sp.,Oceans and Seas,13
Borchgrevink virus,Antarctica,1
Bordetella phage vB_BbrP_BB8,Europa,57
Bordetella phage vB_BbrS_CN1,Europa,2
Bordetella virus LK3,Europa,79
Bordetella virus PHB04,Asia,248
Borna disease virus,Asia,37
Bornavirus sp.,Oceans and Seas,15
Bornean orangutan simian foamy virus,Asia,10
Bos taurus papillomavirus,South America,7
Bos taurus papillomavirus 20,South America,14
Bos taurus papillomavirus 24,South America,8
Bos taurus papillomavirus 25,South America,15
Bos taurus papillomavirus 26,South America,18
Bos taurus papillomavirus 27,South America,12
Bos taurus papillomavirus 28,Asia,14
Bos taurus papillomavirus 30,South America,7
Bos taurus papillomavirus 31,South America,6
Bos taurus papillomavirus 32,South America,7
Bos taurus papillomavirus 33,South America,5
Bos taurus papillomavirus 34,South America,7
Bos taurus papillomavirus 35,South America,7
Bos taurus papillomavirus 36,South America,6
Bos taurus papillomavirus 37,South America,6
Bos taurus papillomavirus 38,South America,7
Bos taurus papillomavirus 39,South America,15
Bos taurus papillomavirus 40,South America,7
Bos taurus papillomavirus 41,South America,7
Bos taurus papillomavirus 42,South America,6
Bos taurus papillomavirus 43,South America,7
Bos taurus polyomavirus 1,Europa,27
Bos taurus polyomavirus 1,North America,20
Bos taurus polyomavirus 1,South America,7
Bos-associated insect adintovirus 2,North America,14
Bosavirus sp.,North America,2
Bosavirus sp.,South America,2
Boschuvirus borborocola,Europa,4
Boscovirus hippoboscidae,Asia,4
Boscovirus hypoboscidae,Asia,4
Bostasmacovirus bovas1,Oceans and Seas,4
Botrylloides leachii nidovirus,Oceans and Seas,8
Botryosphaeria dothidea Ourmia-like virus,Asia,1
Botryosphaeria dothidea bipartite mycovirus 1,Asia,2
Botryosphaeria dothidea botrexvirus 1,Asia,5
Botryosphaeria dothidea botybirnavirus 1,Asia,2
Botryosphaeria dothidea bromo-like virus 1,Asia,1
Botryosphaeria dothidea chrysovirus,Asia,16
Botryosphaeria dothidea fusarivirus 1,Asia,2
Botryosphaeria dothidea mitovirus 1,Asia,1
Botryosphaeria dothidea mitovirus 2,Asia,1
Botryosphaeria dothidea mitovirus 3,Asia,1
Botryosphaeria dothidea narnavirus 1,Asia,1
Botryosphaeria dothidea narnavirus 2,Asia,1
Botryosphaeria dothidea narnavirus 3,Asia,1
Botryosphaeria dothidea narnavirus 4,Asia,1
Botryosphaeria dothidea ourmia-like virus 1,Asia,1
Botryosphaeria dothidea partitivirus 1,Asia,2
Botryosphaeria dothidea tobamo-like virus,Asia,1
Botryosphaeria dothidea victorivirus 1,Asia,4
Botryosphaeria dothidea victorivirus 2,Asia,2
Botryosphaeria dothidea virus 1,Asia,18
Botryotinia fuckeliana partitivirus 1,Europa,2
Botryotinia fuckeliana totivirus 1,North America,1
Botrytimonavirus botrytidis,Europa,12
Botrytimonavirus glycinis,North America,1
Botrytimonavirus sclerotiniae,North America,5
Botrytis botoulivirus,Europa,3
Botrytis cinerea RNA virus 1,Asia,4
Botrytis cinerea RNA virus 1,South America,2
Botrytis cinerea RNA virus 2,Asia,4
Botrytis cinerea alpha-like virus 1,Europa,3
Botrytis cinerea betaendornavirus 1,Asia,2
Botrytis cinerea binarnavirus 1,Europa,2
Botrytis cinerea binarnavirus 2,Europa,2
Botrytis cinerea binarnavirus 3,Europa,2
Botrytis cinerea binarnavirus 5,Europa,2
Botrytis cinerea bocivirus 1,Europa,3
Botrytis cinerea botoulivirus 18,Asia,1
Botrytis cinerea botoulivirus 19,Asia,1
Botrytis cinerea botybirnavirus 1,South America,2
Botrytis cinerea botybirnavirus 2,Europa,2
Botrytis cinerea deltaflexivirus 1,Europa,2
Botrytis cinerea endornavirus 2,Europa,1
Botrytis cinerea endornavirus 3,Europa,1
Botrytis cinerea flexivirus 1,Europa,1
Botrytis cinerea fusarivirus 1,Asia,12
Botrytis cinerea fusarivirus 3,Europa,2
Botrytis cinerea fusarivirus 4,Europa,2
Botrytis cinerea fusarivirus 5,Europa,2
Botrytis cinerea fusarivirus 6,Europa,2
Botrytis cinerea fusarivirus 7,Europa,2
Botrytis cinerea fusarivirus 8,Asia,1
Botrytis cinerea genomovirus 1,Asia,2
Botrytis cinerea hypovirulence-associated DNA virus 1,Asia,4
Botrytis cinerea hypovirus 1,Asia,3
Botrytis cinerea hypovirus 1 satellite-like RNA,Asia,2
Botrytis cinerea hypovirus 2,Europa,1
Botrytis cinerea hypovirus 3,Europa,1
Botrytis cinerea hypovirus 4,Europa,2
Botrytis cinerea hypovirus 5,Europa,1
Botrytis cinerea mitovirus 1,Asia,2
Botrytis cinerea mitovirus 1,Europa,30
Botrytis cinerea mitovirus 1 S,Asia,1
Botrytis cinerea mitovirus 10,Asia,1
Botrytis cinerea mitovirus 2,Europa,4
Botrytis cinerea mitovirus 3,Europa,4
Botrytis cinerea mitovirus 4,Asia,1
Botrytis cinerea mitovirus 4,Europa,3
Botrytis cinerea mitovirus 5,Europa,1
Botrytis cinerea mitovirus 6,Europa,1
Botrytis cinerea mitovirus 7,Europa,1
Botrytis cinerea mitovirus 8,Europa,1
Botrytis cinerea mitovirus 9,Europa,1
Botrytis cinerea mycotymovirus 1,Europa,1
Botrytis cinerea mycovirus 3,Europa,2
Botrytis cinerea mycovirus 4,Europa,4
Botrytis cinerea mycovirus 5,Europa,3
Botrytis cinerea narnavirus 4,Europa,1
Botrytis cinerea negative stranded RNA virus 10,Europa,1
Botrytis cinerea negative stranded RNA virus 11,Europa,1
Botrytis cinerea negative stranded RNA virus 8,Europa,1
Botrytis cinerea negative stranded RNA virus 9,Europa,1
Botrytis cinerea negative-stranded RNA virus 1,Europa,2
Botrytis cinerea negative-stranded RNA virus 2,Europa,1
Botrytis cinerea negative-stranded RNA virus 3,Europa,4
Botrytis cinerea negative-stranded RNA virus 4,Europa,4
Botrytis cinerea negative-stranded RNA virus 5,Europa,4
Botrytis cinerea negative-stranded RNA virus 6,Europa,1
Botrytis cinerea orthobunya-like virus 1,Europa,2
Botrytis cinerea ourmia-like virus 1,Europa,1
Botrytis cinerea ourmia-like virus 10,Europa,1
Botrytis cinerea ourmia-like virus 11,Europa,1
Botrytis cinerea ourmia-like virus 12,Europa,1
Botrytis cinerea ourmia-like virus 13,Europa,1
Botrytis cinerea ourmia-like virus 14,Europa,1
Botrytis cinerea ourmia-like virus 15,Europa,1
Botrytis cinerea ourmia-like virus 16,Europa,1
Botrytis cinerea ourmia-like virus 17,Europa,1
Botrytis cinerea ourmia-like virus 2,Europa,1
Botrytis cinerea ourmia-like virus 3,Europa,1
Botrytis cinerea ourmia-like virus 4,Europa,1
Botrytis cinerea ourmia-like virus 5,Europa,1
Botrytis cinerea ourmia-like virus 6,Europa,1
Botrytis cinerea ourmia-like virus 7,Europa,1
Botrytis cinerea ourmia-like virus 8,Europa,1
Botrytis cinerea ourmia-like virus 9,Europa,1
Botrytis cinerea partitivirus 1,South America,1
Botrytis cinerea partitivirus 2,Asia,4
Botrytis cinerea partitivirus 3,Europa,2
Botrytis cinerea ssDNA virus 1,Europa,2
Botrytis cinerea umbra-like virus 1,Europa,2
Botrytis cinerea victorivirus 1,Asia,2
Botrytis cinerea victorivirus 2,Europa,2
Botrytis cinerea victorivirus 2-BCI8,Europa,2
Botrytis cinerea victorivirus 2-BCS12,Europa,2
Botrytis cinerea victorivirus 2-BCS14,Europa,2
Botrytis cinerea victorivirus 2-BCS8,Europa,2
Botrytis cinerea victorivirus 2-BCS9,Europa,2
Botrytis cinerea victorivirus 3,Europa,2
Botrytis cinerea victorivirus 3-BCS13,Europa,2
Botrytis cinerea victorivirus 3-BCS16,Europa,2
Botrytis cinerea victorivirus 3-BCS17,Europa,2
Botrytis endornavirus 1,Europa,1
Botrytis gemydayirivirus 2,Oceans and Seas,2
Botrytis gemydayravirus 1,Oceans and Seas,3
Botrytis porri botybirnavirus 1,Asia,4
Botrytis porri botybirnavirus 1,Europa,2
Botrytis virus F,Asia,2
Botrytis virus F,Europa,9
Botrytis virus F,Oceans and Seas,16
Bottigliavirus ABV,Europa,114
Bottigliavirus ABV2,Europa,108
Bottigliavirus ABV3,Europa,132
Bottle gourd mottle virus,Asia,4
Bottlenose dolphin astrovirus 2,North America,4
Bottlenose dolphin astrovirus 3,North America,4
Bottlenose dolphin astrovirus 4,North America,1
Bottlenose dolphin astrovirus 5,North America,2
Bottlenose dolphin astrovirus 6,North America,4
Bottlenose dolphin astrovirus 7,North America,1
Bottlenose dolphin astrovirus 8,North America,2
Bottlenose dolphin coronavirus,North America,56
Bottlenose dolphin enterovirus,North America,1
Bottlenose dolphin herpesvirus,Asia,1
Bottlenose dolphin herpesvirus,Europa,4
Bottlenose dolphin herpesvirus,North America,4
Bottlenose dolphin herpesvirus DP01_K310,North America,1
Bottlenose dolphin herpesvirus V1353-K263,North America,1
Bouboui virus,Africa,3
Bougainvillea badna virus,Africa,1
Bougainvillea chlorotic vein banding virus,Asia,17
Bougainvillea chlorotic vein banding virus,South America,24
Bourbon virus,North America,20
Boutonnet virus,Europa,2
Bovidae gammaherpesvirus 1,North America,1
Bovidae gammaherpesvirus 2,North America,1
Bovidae gammaherpesvirus 3,North America,1
Bovidae gammaherpesvirus 4,North America,1
Bovidae gammaherpesvirus 5,North America,1
Bovidae gammaherpesvirus 9,North America,1
Bovine adenovirus 11,Europa,4
Bovine adenovirus F,Asia,60
Bovine adenovirus F,North America,31
Bovine adenovirus WIa,North America,10
Bovine adenovirus WIb,North America,3
Bovine adenovirus WIc,North America,1
Bovine alphaherpesvirus 1,Africa,17
Bovine alphaherpesvirus 1,Asia,313
Bovine alphaherpesvirus 1,Europa,17
Bovine alphaherpesvirus 1,North America,3457
Bovine alphaherpesvirus 1,Oceans and Seas,70
Bovine alphaherpesvirus 1,South America,142
Bovine alphaherpesvirus 2,Europa,177
Bovine alphaherpesvirus 2,South America,2
Bovine alphaherpesvirus 5,Asia,3
